"indicador";"País destino";"País origen";"Años";"País";"valor";"notas";"fuente";""
"Comercio intrarregional total de bienes";"Bolivia (Estado Plurinacional de)";"Argentina";"2012";"n/a";"954.5";"";"[765]"
"Comercio intrarregional total de bienes";"Brasil";"Argentina";"2012";"n/a";"16495";"";"[765]"
"Comercio intrarregional total de bienes";"Chile";"Argentina";"2012";"n/a";"5064.8";"";"[765]"
"Comercio intrarregional total de bienes";"Colombia";"Argentina";"2012";"n/a";"2067.3";"";"[765]"
"Comercio intrarregional total de bienes";"Cuba";"Argentina";"2012";"n/a";"106";"";"[765]"
"Comercio intrarregional total de bienes";"Ecuador";"Argentina";"2012";"n/a";"415.7";"";"[765]"
"Comercio intrarregional total de bienes";"México";"Argentina";"2012";"n/a";"889.4";"";"[765]"
"Comercio intrarregional total de bienes";"Paraguay";"Argentina";"2012";"n/a";"1365.2";"";"[765]"
"Comercio intrarregional total de bienes";"Perú";"Argentina";"2012";"n/a";"1923.6";"";"[765]"
"Comercio intrarregional total de bienes";"Uruguay";"Argentina";"2012";"n/a";"1982.5";"";"[765]"
"Comercio intrarregional total de bienes";"Venezuela (República Bolivariana de)";"Argentina";"2012";"n/a";"2225.4";"";"[765]"
"Comercio intrarregional total de bienes";"Asociación Latinoamericana de Integración (ALADI)";"Argentina";"2012";"n/a";"33489.4";"";"[765]"
"Comercio intrarregional total de bienes";"Costa Rica";"Argentina";"2012";"n/a";"99.9";"";"[765]"
"Comercio intrarregional total de bienes";"El Salvador";"Argentina";"2012";"n/a";"30.5";"";"[765]"
"Comercio intrarregional total de bienes";"Guatemala";"Argentina";"2012";"n/a";"133.7";"";"[765]"
"Comercio intrarregional total de bienes";"Honduras";"Argentina";"2012";"n/a";"33.5";"";"[765]"
"Comercio intrarregional total de bienes";"Nicaragua";"Argentina";"2012";"n/a";"26";"";"[765]"
"Comercio intrarregional total de bienes";"Mercado Común Centroamericano (MCCA)";"Argentina";"2012";"n/a";"323.6";"";"[765]"
"Comercio intrarregional total de bienes";"Barbados";"Argentina";"2012";"n/a";"2";"";"[765]"
"Comercio intrarregional total de bienes";"Guyana";"Argentina";"2012";"n/a";"2.9";"";"[765]"
"Comercio intrarregional total de bienes";"Jamaica";"Argentina";"2012";"n/a";"10.7";"";"[765]"
"Comercio intrarregional total de bienes";"Trinidad y Tabago";"Argentina";"2012";"n/a";"21";"";"[765]"
"Comercio intrarregional total de bienes";"Bahamas";"Argentina";"2012";"n/a";"47.5";"";"[765]"
"Comercio intrarregional total de bienes";"Belice";"Argentina";"2012";"n/a";"0.3";"";"[765]"
"Comercio intrarregional total de bienes";"Haití";"Argentina";"2012";"n/a";"26.5";"";"[765]"
"Comercio intrarregional total de bienes";"Panamá";"Argentina";"2012";"n/a";"191.3";"";"[765]"
"Comercio intrarregional total de bienes";"República Dominicana";"Argentina";"2012";"n/a";"244";"";"[765]"
"Comercio intrarregional total de bienes";"Suriname";"Argentina";"2012";"n/a";"10";"";"[765]"
"Comercio intrarregional total de bienes";"América Latina y el Caribe";"Argentina";"2012";"n/a";"34369.2";"";"[765]"
"Comercio intrarregional total de bienes";"Mundo";"Argentina";"2012";"n/a";"78667.3";"";"[765]"
"Comercio intrarregional total de bienes";"Argentina";"Bolivia (Estado Plurinacional de)";"2012";"n/a";"2110.5";"[6875]";"[765]"
"Comercio intrarregional total de bienes";"Brasil";"Bolivia (Estado Plurinacional de)";"2012";"n/a";"3665.3";"";"[765]"
"Comercio intrarregional total de bienes";"Chile";"Bolivia (Estado Plurinacional de)";"2012";"n/a";"226";"";"[765]"
"Comercio intrarregional total de bienes";"Colombia";"Bolivia (Estado Plurinacional de)";"2012";"n/a";"413.3";"";"[765]"
"Comercio intrarregional total de bienes";"Cuba";"Bolivia (Estado Plurinacional de)";"2012";"n/a";"0.6";"";"[765]"
"Comercio intrarregional total de bienes";"Ecuador";"Bolivia (Estado Plurinacional de)";"2012";"n/a";"221.2";"";"[765]"
"Comercio intrarregional total de bienes";"México";"Bolivia (Estado Plurinacional de)";"2012";"n/a";"34.9";"";"[765]"
"Comercio intrarregional total de bienes";"Paraguay";"Bolivia (Estado Plurinacional de)";"2012";"n/a";"26.5";"";"[765]"
"Comercio intrarregional total de bienes";"Perú";"Bolivia (Estado Plurinacional de)";"2012";"n/a";"627.6";"[6875]";"[765]"
"Comercio intrarregional total de bienes";"Uruguay";"Bolivia (Estado Plurinacional de)";"2012";"n/a";"5.6";"";"[765]"
"Comercio intrarregional total de bienes";"Venezuela (República Bolivariana de)";"Bolivia (Estado Plurinacional de)";"2012";"n/a";"309";"";"[765]"
"Comercio intrarregional total de bienes";"Asociación Latinoamericana de Integración (ALADI)";"Bolivia (Estado Plurinacional de)";"2012";"n/a";"7640.5";"";"[765]"
"Comercio intrarregional total de bienes";"Costa Rica";"Bolivia (Estado Plurinacional de)";"2012";"n/a";"1";"";"[765]"
"Comercio intrarregional total de bienes";"El Salvador";"Bolivia (Estado Plurinacional de)";"2012";"n/a";"0.1";"";"[765]"
"Comercio intrarregional total de bienes";"Guatemala";"Bolivia (Estado Plurinacional de)";"2012";"n/a";"0.2";"";"[765]"
"Comercio intrarregional total de bienes";"Honduras";"Bolivia (Estado Plurinacional de)";"2012";"n/a";"0.1";"";"[765]"
"Comercio intrarregional total de bienes";"Nicaragua";"Bolivia (Estado Plurinacional de)";"2012";"n/a";"2";"";"[765]"
"Comercio intrarregional total de bienes";"Mercado Común Centroamericano (MCCA)";"Bolivia (Estado Plurinacional de)";"2012";"n/a";"3.4";"";"[765]"
"Comercio intrarregional total de bienes";"Guyana";"Bolivia (Estado Plurinacional de)";"2012";"n/a";"0.3";"";"[765]"
"Comercio intrarregional total de bienes";"Bahamas";"Bolivia (Estado Plurinacional de)";"2012";"n/a";"0.1";"";"[765]"
"Comercio intrarregional total de bienes";"Panamá";"Bolivia (Estado Plurinacional de)";"2012";"n/a";"39.2";"[6875]";"[765]"
"Comercio intrarregional total de bienes";"República Dominicana";"Bolivia (Estado Plurinacional de)";"2012";"n/a";"6.7";"";"[765]"
"Comercio intrarregional total de bienes";"América Latina y el Caribe";"Bolivia (Estado Plurinacional de)";"2012";"n/a";"7690.2";"";"[765]"
"Comercio intrarregional total de bienes";"Mundo";"Bolivia (Estado Plurinacional de)";"2012";"n/a";"10744.3";"[6875]";"[765]"
"Comercio intrarregional total de bienes";"Argentina";"Brasil";"2012";"n/a";"17997.7";"";"[765]"
"Comercio intrarregional total de bienes";"Bolivia (Estado Plurinacional de)";"Brasil";"2012";"n/a";"1473";"";"[765]"
"Comercio intrarregional total de bienes";"Chile";"Brasil";"2012";"n/a";"4602.2";"";"[765]"
"Comercio intrarregional total de bienes";"Colombia";"Brasil";"2012";"n/a";"2834.5";"";"[765]"
"Comercio intrarregional total de bienes";"Cuba";"Brasil";"2012";"n/a";"568.1";"";"[765]"
"Comercio intrarregional total de bienes";"Ecuador";"Brasil";"2012";"n/a";"898.6";"";"[765]"
"Comercio intrarregional total de bienes";"México";"Brasil";"2012";"n/a";"4003";"";"[765]"
"Comercio intrarregional total de bienes";"Paraguay";"Brasil";"2012";"n/a";"2617.5";"";"[765]"
"Comercio intrarregional total de bienes";"Perú";"Brasil";"2012";"n/a";"2415.2";"";"[765]"
"Comercio intrarregional total de bienes";"Uruguay";"Brasil";"2012";"n/a";"2186.3";"";"[765]"
"Comercio intrarregional total de bienes";"Venezuela (República Bolivariana de)";"Brasil";"2012";"n/a";"5056";"";"[765]"
"Comercio intrarregional total de bienes";"Asociación Latinoamericana de Integración (ALADI)";"Brasil";"2012";"n/a";"44652.1";"";"[765]"
"Comercio intrarregional total de bienes";"Costa Rica";"Brasil";"2012";"n/a";"448.3";"";"[765]"
"Comercio intrarregional total de bienes";"El Salvador";"Brasil";"2012";"n/a";"173.4";"";"[765]"
"Comercio intrarregional total de bienes";"Guatemala";"Brasil";"2012";"n/a";"237.7";"";"[765]"
"Comercio intrarregional total de bienes";"Honduras";"Brasil";"2012";"n/a";"92.6";"";"[765]"
"Comercio intrarregional total de bienes";"Nicaragua";"Brasil";"2012";"n/a";"96.9";"";"[765]"
"Comercio intrarregional total de bienes";"Mercado Común Centroamericano (MCCA)";"Brasil";"2012";"n/a";"1048.9";"";"[765]"
"Comercio intrarregional total de bienes";"Barbados";"Brasil";"2012";"n/a";"16.2";"";"[765]"
"Comercio intrarregional total de bienes";"Guyana";"Brasil";"2012";"n/a";"33.6";"";"[765]"
"Comercio intrarregional total de bienes";"Jamaica";"Brasil";"2012";"n/a";"224.3";"";"[765]"
"Comercio intrarregional total de bienes";"Trinidad y Tabago";"Brasil";"2012";"n/a";"601.5";"";"[765]"
"Comercio intrarregional total de bienes";"Bahamas";"Brasil";"2012";"n/a";"213.1";"";"[765]"
"Comercio intrarregional total de bienes";"Belice";"Brasil";"2012";"n/a";"4.2";"";"[765]"
"Comercio intrarregional total de bienes";"Haití";"Brasil";"2012";"n/a";"51.9";"";"[765]"
"Comercio intrarregional total de bienes";"Panamá";"Brasil";"2012";"n/a";"397.4";"";"[765]"
"Comercio intrarregional total de bienes";"República Dominicana";"Brasil";"2012";"n/a";"490.4";"";"[765]"
"Comercio intrarregional total de bienes";"Suriname";"Brasil";"2012";"n/a";"61.1";"";"[765]"
"Comercio intrarregional total de bienes";"América Latina y el Caribe";"Brasil";"2012";"n/a";"47794.7";"";"[765]"
"Comercio intrarregional total de bienes";"Mundo";"Brasil";"2012";"n/a";"239901.9";"[6875]";"[765]"
"Comercio intrarregional total de bienes";"Argentina";"Chile";"2012";"n/a";"1070.1";"";"[765]"
"Comercio intrarregional total de bienes";"Bolivia (Estado Plurinacional de)";"Chile";"2012";"n/a";"1549.9";"";"[765]"
"Comercio intrarregional total de bienes";"Brasil";"Chile";"2012";"n/a";"4294.4";"";"[765]"
"Comercio intrarregional total de bienes";"Colombia";"Chile";"2012";"n/a";"911.1";"";"[765]"
"Comercio intrarregional total de bienes";"Cuba";"Chile";"2012";"n/a";"29.6";"";"[765]"
"Comercio intrarregional total de bienes";"Ecuador";"Chile";"2012";"n/a";"521";"";"[765]"
"Comercio intrarregional total de bienes";"México";"Chile";"2012";"n/a";"1346.2";"";"[765]"
"Comercio intrarregional total de bienes";"Paraguay";"Chile";"2012";"n/a";"498.7";"";"[765]"
"Comercio intrarregional total de bienes";"Perú";"Chile";"2012";"n/a";"1812.8";"";"[765]"
"Comercio intrarregional total de bienes";"Uruguay";"Chile";"2012";"n/a";"189.7";"";"[765]"
"Comercio intrarregional total de bienes";"Venezuela (República Bolivariana de)";"Chile";"2012";"n/a";"691.6";"";"[765]"
"Comercio intrarregional total de bienes";"Asociación Latinoamericana de Integración (ALADI)";"Chile";"2012";"n/a";"12915.1";"";"[765]"
"Comercio intrarregional total de bienes";"Costa Rica";"Chile";"2012";"n/a";"263.4";"";"[765]"
"Comercio intrarregional total de bienes";"El Salvador";"Chile";"2012";"n/a";"37.7";"";"[765]"
"Comercio intrarregional total de bienes";"Guatemala";"Chile";"2012";"n/a";"97.7";"";"[765]"
"Comercio intrarregional total de bienes";"Honduras";"Chile";"2012";"n/a";"39";"";"[765]"
"Comercio intrarregional total de bienes";"Nicaragua";"Chile";"2012";"n/a";"19.6";"";"[765]"
"Comercio intrarregional total de bienes";"Mercado Común Centroamericano (MCCA)";"Chile";"2012";"n/a";"457.4";"";"[765]"
"Comercio intrarregional total de bienes";"Barbados";"Chile";"2012";"n/a";"2.5";"";"[765]"
"Comercio intrarregional total de bienes";"Guyana";"Chile";"2012";"n/a";"0.8";"";"[765]"
"Comercio intrarregional total de bienes";"Jamaica";"Chile";"2012";"n/a";"8.1";"";"[765]"
"Comercio intrarregional total de bienes";"Trinidad y Tabago";"Chile";"2012";"n/a";"19.8";"";"[765]"
"Comercio intrarregional total de bienes";"Bahamas";"Chile";"2012";"n/a";"1.6";"";"[765]"
"Comercio intrarregional total de bienes";"Belice";"Chile";"2012";"n/a";"0.6";"";"[765]"
"Comercio intrarregional total de bienes";"Haití";"Chile";"2012";"n/a";"3.4";"";"[765]"
"Comercio intrarregional total de bienes";"Panamá";"Chile";"2012";"n/a";"147";"";"[765]"
"Comercio intrarregional total de bienes";"República Dominicana";"Chile";"2012";"n/a";"65.3";"";"[765]"
"Comercio intrarregional total de bienes";"Suriname";"Chile";"2012";"n/a";"3.4";"";"[765]"
"Comercio intrarregional total de bienes";"América Latina y el Caribe";"Chile";"2012";"n/a";"13625";"";"[765]"
"Comercio intrarregional total de bienes";"Mundo";"Chile";"2012";"n/a";"76643.9";"";"[765]"
"Comercio intrarregional total de bienes";"Argentina";"Colombia";"2012";"n/a";"288.3";"";"[765]"
"Comercio intrarregional total de bienes";"Bolivia (Estado Plurinacional de)";"Colombia";"2012";"n/a";"125.3";"";"[765]"
"Comercio intrarregional total de bienes";"Brasil";"Colombia";"2012";"n/a";"1290.6";"";"[765]"
"Comercio intrarregional total de bienes";"Chile";"Colombia";"2012";"n/a";"2189.2";"";"[765]"
"Comercio intrarregional total de bienes";"Cuba";"Colombia";"2012";"n/a";"32.1";"";"[765]"
"Comercio intrarregional total de bienes";"Ecuador";"Colombia";"2012";"n/a";"1910.5";"";"[765]"
"Comercio intrarregional total de bienes";"México";"Colombia";"2012";"n/a";"835.1";"";"[765]"
"Comercio intrarregional total de bienes";"Paraguay";"Colombia";"2012";"n/a";"14.3";"";"[765]"
"Comercio intrarregional total de bienes";"Perú";"Colombia";"2012";"n/a";"1582.1";"";"[765]"
"Comercio intrarregional total de bienes";"Uruguay";"Colombia";"2012";"n/a";"20.1";"";"[765]"
"Comercio intrarregional total de bienes";"Venezuela (República Bolivariana de)";"Colombia";"2012";"n/a";"2556";"";"[765]"
"Comercio intrarregional total de bienes";"Asociación Latinoamericana de Integración (ALADI)";"Colombia";"2012";"n/a";"10843.6";"";"[765]"
"Comercio intrarregional total de bienes";"Costa Rica";"Colombia";"2012";"n/a";"274.5";"";"[765]"
"Comercio intrarregional total de bienes";"El Salvador";"Colombia";"2012";"n/a";"66.5";"";"[765]"
"Comercio intrarregional total de bienes";"Guatemala";"Colombia";"2012";"n/a";"588.8";"";"[765]"
"Comercio intrarregional total de bienes";"Honduras";"Colombia";"2012";"n/a";"185.4";"";"[765]"
"Comercio intrarregional total de bienes";"Nicaragua";"Colombia";"2012";"n/a";"8.8";"";"[765]"
"Comercio intrarregional total de bienes";"Mercado Común Centroamericano (MCCA)";"Colombia";"2012";"n/a";"1124";"";"[765]"
"Comercio intrarregional total de bienes";"Barbados";"Colombia";"2012";"n/a";"6.2";"";"[765]"
"Comercio intrarregional total de bienes";"Guyana";"Colombia";"2012";"n/a";"7.2";"";"[765]"
"Comercio intrarregional total de bienes";"Jamaica";"Colombia";"2012";"n/a";"49.5";"";"[765]"
"Comercio intrarregional total de bienes";"Trinidad y Tabago";"Colombia";"2012";"n/a";"570.7";"";"[765]"
"Comercio intrarregional total de bienes";"Bahamas";"Colombia";"2012";"n/a";"542.1";"";"[765]"
"Comercio intrarregional total de bienes";"Belice";"Colombia";"2012";"n/a";"0.9";"";"[765]"
"Comercio intrarregional total de bienes";"Haití";"Colombia";"2012";"n/a";"65.5";"";"[765]"
"Comercio intrarregional total de bienes";"Panamá";"Colombia";"2012";"n/a";"2915.4";"";"[765]"
"Comercio intrarregional total de bienes";"República Dominicana";"Colombia";"2012";"n/a";"669.2";"";"[765]"
"Comercio intrarregional total de bienes";"Suriname";"Colombia";"2012";"n/a";"9.1";"";"[765]"
"Comercio intrarregional total de bienes";"América Latina y el Caribe";"Colombia";"2012";"n/a";"16803.4";"";"[765]"
"Comercio intrarregional total de bienes";"Mundo";"Colombia";"2012";"n/a";"56869.6";"";"[765]"
"Comercio intrarregional total de bienes";"Argentina";"Cuba";"2012";"n/a";"10.9";"";"[765]"
"Comercio intrarregional total de bienes";"Bolivia (Estado Plurinacional de)";"Cuba";"2012";"n/a";"4";"";"[765]"
"Comercio intrarregional total de bienes";"Brasil";"Cuba";"2012";"n/a";"93.5";"";"[765]"
"Comercio intrarregional total de bienes";"Chile";"Cuba";"2012";"n/a";"7.5";"";"[765]"
"Comercio intrarregional total de bienes";"Colombia";"Cuba";"2012";"n/a";"29.1";"";"[765]"
"Comercio intrarregional total de bienes";"Ecuador";"Cuba";"2012";"n/a";"14.5";"";"[765]"
"Comercio intrarregional total de bienes";"México";"Cuba";"2012";"n/a";"16.5";"";"[765]"
"Comercio intrarregional total de bienes";"Paraguay";"Cuba";"2012";"n/a";"0.8";"";"[765]"
"Comercio intrarregional total de bienes";"Perú";"Cuba";"2012";"n/a";"1.5";"";"[765]"
