"indicador";"País";"Años";"valor";"notas";"fuente";""
"Deuda externa total como porcentaje del producto interno bruto";"América Latina";"2007";"19.4479";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"América Latina";"2008";"17.4255";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"América Latina";"2009";"20.1449";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"América Latina";"2010";"19.8829";"[4562]";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"América Latina";"2011";"19.0477";"[4562]";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"América Latina";"2012";"20.6857";"[4562]";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"América Latina";"2013";"21.1721";"[4562]";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"América Latina";"2014";"22.9389";"[4562]";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"América Latina";"2015";"23.7762";"[4562]";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"América Latina y el Caribe";"1990";"40.3781";"[5393]";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"América Latina y el Caribe";"1991";"37.6487";"[5394]";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"América Latina y el Caribe";"1992";"35.9406";"[5395]";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"América Latina y el Caribe";"1993";"35.9484";"[5396]";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"América Latina y el Caribe";"1994";"32.6078";"[5396]";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"América Latina y el Caribe";"1995";"33.7495";"[4789]";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Antigua y Barbuda";"2003";"58.4761";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Antigua y Barbuda";"2004";"58.2231";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Antigua y Barbuda";"2005";"31.2691";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Antigua y Barbuda";"2006";"27.8952";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Antigua y Barbuda";"2007";"36.8953";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Antigua y Barbuda";"2008";"32.0523";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Antigua y Barbuda";"2009";"34.1407";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Antigua y Barbuda";"2010";"37.664";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Antigua y Barbuda";"2011";"40.8579";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Antigua y Barbuda";"2012";"36.5957";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Antigua y Barbuda";"2013";"48.2188";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Antigua y Barbuda";"2014";"43.9207";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Antigua y Barbuda";"2015";"42.0292";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Argentina";"1990";"44.2444";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Argentina";"1991";"32.4919";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Argentina";"1992";"27.6363";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Argentina";"1993";"28.2278";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Asociación Latinoamericana de Integración (ALADI)";"2001";"35.5446";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Asociación Latinoamericana de Integración (ALADI)";"2002";"39.4847";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Asociación Latinoamericana de Integración (ALADI)";"2003";"39.146";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Asociación Latinoamericana de Integración (ALADI)";"2004";"33.5221";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Asociación Latinoamericana de Integración (ALADI)";"2005";"23.7395";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Asociación Latinoamericana de Integración (ALADI)";"2006";"20.2524";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Asociación Latinoamericana de Integración (ALADI)";"2007";"18.9496";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Asociación Latinoamericana de Integración (ALADI)";"2008";"16.9251";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Asociación Latinoamericana de Integración (ALADI)";"2009";"19.7062";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Asociación Latinoamericana de Integración (ALADI)";"2010";"19.5168";"[4562]";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Asociación Latinoamericana de Integración (ALADI)";"2011";"18.6543";"[4562]";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Asociación Latinoamericana de Integración (ALADI)";"2012";"20.257";"[4562]";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Asociación Latinoamericana de Integración (ALADI)";"2013";"20.6066";"[4562]";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Asociación Latinoamericana de Integración (ALADI)";"2014";"22.3491";"[4562]";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Asociación Latinoamericana de Integración (ALADI)";"2015";"23.1992";"[4562]";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Barbados";"1997";"46.4582";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Barbados";"1998";"40.4564";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Barbados";"1999";"44.6961";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Barbados";"2000";"60.8705";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Barbados";"2001";"72.8236";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Barbados";"2002";"73.2592";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Barbados";"2003";"75.6632";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Barbados";"2004";"69.3672";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Barbados";"2005";"19.9748";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Barbados";"2006";"22.2041";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Barbados";"2007";"24.444";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Barbados";"2008";"23.9852";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Barbados";"2009";"28.7056";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Barbados";"2010";"34.2666";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Barbados";"2011";"35.8779";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Barbados";"2012";"34.5295";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Barbados";"2013";"37.1416";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Barbados";"2014";"37.9629";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Bolivia (Estado Plurinacional de)";"2003";"95.6894";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Bolivia (Estado Plurinacional de)";"2004";"86.189";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Bolivia (Estado Plurinacional de)";"2005";"80.2764";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Bolivia (Estado Plurinacional de)";"2006";"54.8193";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Bolivia (Estado Plurinacional de)";"2007";"41.1828";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Bolivia (Estado Plurinacional de)";"2008";"35.5627";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Bolivia (Estado Plurinacional de)";"2009";"33.4557";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Bolivia (Estado Plurinacional de)";"2010";"29.896";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Bolivia (Estado Plurinacional de)";"2011";"26.2807";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Bolivia (Estado Plurinacional de)";"2012";"24.4618";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Bolivia (Estado Plurinacional de)";"2013";"25.2966";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Bolivia (Estado Plurinacional de)";"2014";"25.8908";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Bolivia (Estado Plurinacional de)";"2015";"28.6235";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Brasil";"1990";"28.9305";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Brasil";"1991";"33.1196";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Brasil";"1992";"37.9341";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Brasil";"1993";"36.2341";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Chile";"2004";"43.2421";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Chile";"2005";"37.1455";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Chile";"2006";"32.055";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Chile";"2007";"31.0218";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Chile";"2008";"35.3698";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Chile";"2009";"42.2295";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Chile";"2010";"39.0671";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Chile";"2011";"39.5906";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Chile";"2012";"45.4118";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Chile";"2013";"48.56";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Chile";"2014";"57.8402";"";"[698]"
"Deuda externa total como porcentaje del producto interno bruto";"Chile";"2015";"64.6422";"";"[698]"
