"indicador";"País";"Años";"Rubro";"valor";"notas";"fuente";""
"Brecha Externa, a precios corrientes";"Jamaica";"2002";"n/a";"-16.322866676896";"";"[733]"
"Brecha Externa, a precios corrientes";"Venezuela (República Bolivariana de)";"1993";"n/a";"0.2757202154";"";"[733]"
"Brecha Externa, a precios corrientes";"Santa Lucía";"1991";"n/a";"-11.24215543681";"";"[733]"
"Brecha Externa, a precios corrientes";"Paraguay";"2009";"n/a";"6.780698358973";"";"[733]"
"Brecha Externa, a precios corrientes";"Bolivia (Estado Plurinacional de)";"1990";"n/a";"-1.149313196491";"";"[733]"
"Brecha Externa, a precios corrientes";"Nicaragua";"2012";"n/a";"-20.049906281749";"";"[733]"
"Brecha Externa, a precios corrientes";"Panamá";"2004";"n/a";"-8.117232034232";"";"[733]"
"Brecha Externa, a precios corrientes";"Honduras";"2008";"n/a";"-33.098414430783";"";"[733]"
"Brecha Externa, a precios corrientes";"Jamaica";"2005";"n/a";"-19.941423096036";"";"[733]"
"Brecha Externa, a precios corrientes";"Granada";"1992";"n/a";"-12.593242791914";"";"[733]"
"Brecha Externa, a precios corrientes";"Cuba";"2001";"n/a";"-2.892142009444";"";"[733]"
"Brecha Externa, a precios corrientes";"Guatemala";"1999";"n/a";"-10.513156561101";"";"[733]"
"Brecha Externa, a precios corrientes";"Nicaragua";"2009";"n/a";"-16.135873462127";"";"[733]"
"Brecha Externa, a precios corrientes";"Panamá";"2010";"n/a";"-9.285591508455";"";"[733]"
"Brecha Externa, a precios corrientes";"Ecuador";"2009";"n/a";"-1.606633149117";"";"[733]"
"Brecha Externa, a precios corrientes";"Uruguay";"1993";"n/a";"-0.83203042189";"";"[733]"
"Brecha Externa, a precios corrientes";"Trinidad y Tabago";"1996";"n/a";"10.370490305494";"";"[733]"
"Brecha Externa, a precios corrientes";"Jamaica";"2007";"n/a";"-21.787040215349";"";"[733]"
"Brecha Externa, a precios corrientes";"Barbados";"2010";"n/a";"-4.174867567172";"";"[733]"
"Brecha Externa, a precios corrientes";"Colombia";"1995";"n/a";"-7.346473403379";"";"[733]"
"Brecha Externa, a precios corrientes";"Brasil";"2002";"n/a";"0.842823140514";"";"[733]"
"Brecha Externa, a precios corrientes";"Argentina";"2007";"n/a";"4.380329999275";"";"[733]"
"Brecha Externa, a precios corrientes";"Guatemala";"2014";"n/a";"-10.401077999851";"";"[733]"
"Brecha Externa, a precios corrientes";"Colombia";"2012";"n/a";"-1.778574009394";"";"[733]"
"Brecha Externa, a precios corrientes";"Saint Kitts y Nevis";"2012";"n/a";"-9.969177934898";"";"[733]"
"Brecha Externa, a precios corrientes";"Ecuador";"2007";"n/a";"1.276397518755";"";"[733]"
"Brecha Externa, a precios corrientes";"Paraguay";"1998";"n/a";"7.873936870902";"";"[733]"
"Brecha Externa, a precios corrientes";"Trinidad y Tabago";"1991";"n/a";"7.449043823642";"";"[733]"
"Brecha Externa, a precios corrientes";"Haití";"2004";"n/a";"-28.655787216765";"";"[733]"
"Brecha Externa, a precios corrientes";"Saint Kitts y Nevis";"1995";"n/a";"-18.613750396228";"";"[733]"
"Brecha Externa, a precios corrientes";"Argentina";"1993";"n/a";"-2.130878106994";"";"[733]"
"Brecha Externa, a precios corrientes";"Jamaica";"2010";"n/a";"-18.252938823707";"";"[733]"
"Brecha Externa, a precios corrientes";"Guyana";"2001";"n/a";"-16.85494329213";"";"[733]"
"Brecha Externa, a precios corrientes";"Argentina";"2013";"n/a";"-0.099582226363";"";"[733]"
"Brecha Externa, a precios corrientes";"Uruguay";"2003";"n/a";"0.965974151154";"";"[733]"
"Brecha Externa, a precios corrientes";"Haití";"2012";"n/a";"-36.25362356391";"";"[733]"
"Brecha Externa, a precios corrientes";"Bahamas";"2013";"n/a";"-12.502229523586";"";"[733]"
"Brecha Externa, a precios corrientes";"Honduras";"1992";"n/a";"-1.639140442753";"";"[733]"
"Brecha Externa, a precios corrientes";"Venezuela (República Bolivariana de)";"1992";"n/a";"-2.095052365668";"";"[733]"
"Brecha Externa, a precios corrientes";"Brasil";"2008";"n/a";"-0.189568392601";"";"[733]"
"Brecha Externa, a precios corrientes";"México";"1998";"n/a";"-1.885410323407";"";"[733]"
"Brecha Externa, a precios corrientes";"Guyana";"1993";"n/a";"-15.702591164333";"";"[733]"
"Brecha Externa, a precios corrientes";"Cuba";"2000";"n/a";"-2.815929122472";"";"[733]"
"Brecha Externa, a precios corrientes";"Nicaragua";"2011";"n/a";"-21.893992169057";"";"[733]"
"Brecha Externa, a precios corrientes";"Chile";"2014";"n/a";"0.890134986119";"";"[733]"
"Brecha Externa, a precios corrientes";"Panamá";"2003";"n/a";"-6.013280043854";"";"[733]"
"Brecha Externa, a precios corrientes";"Haití";"1995";"n/a";"-19.582530330614";"";"[733]"
"Brecha Externa, a precios corrientes";"Antigua y Barbuda";"2007";"n/a";"-26.956833960873";"";"[733]"
"Brecha Externa, a precios corrientes";"Dominica";"2011";"n/a";"-15.276628321607";"";"[733]"
"Brecha Externa, a precios corrientes";"Guatemala";"2000";"n/a";"-11.003057426339";"";"[733]"
"Brecha Externa, a precios corrientes";"Argentina";"1991";"n/a";"1.672090820081";"";"[733]"
"Brecha Externa, a precios corrientes";"Belice";"1999";"n/a";"-13.032719060391";"";"[733]"
"Brecha Externa, a precios corrientes";"Paraguay";"1997";"n/a";"1.005229490534";"";"[733]"
"Brecha Externa, a precios corrientes";"Dominica";"2000";"n/a";"-11.565296933451";"";"[733]"
"Brecha Externa, a precios corrientes";"Barbados";"2011";"n/a";"-14.390610479458";"";"[733]"
"Brecha Externa, a precios corrientes";"Haití";"2003";"n/a";"-32.040448237279";"";"[733]"
"Brecha Externa, a precios corrientes";"Saint Kitts y Nevis";"1996";"n/a";"-21.019482131801";"";"[733]"
