"indicador";"Productos principales";"Años";"Productos principales";"Productos principales";"Productos principales";"Productos principales";"Productos principales";"Productos principales";"Productos principales";"valor";"notas";"fuente";""
"México: Exportación de los 10 productos principales conforme a la CUCI  rev.1, según participación porcentual en cada año";"7321 Vehículos automotores para pasajeros (excepto los autobuses)";"1979";"n/a";"n/a";"n/a";"n/a";"n/a";"n/a";"n/a";"1";"";"[765]"
"México: Exportación de los 10 productos principales conforme a la CUCI  rev.1, según participación porcentual en cada año";"7321 Vehículos automotores para pasajeros (excepto los autobuses)";"1986";"n/a";"n/a";"n/a";"n/a";"n/a";"n/a";"n/a";"2.6";"";"[765]"
"México: Exportación de los 10 productos principales conforme a la CUCI  rev.1, según participación porcentual en cada año";"7321 Vehículos automotores para pasajeros (excepto los autobuses)";"1988";"n/a";"n/a";"n/a";"n/a";"n/a";"n/a";"n/a";"2.5";"";"[765]"
"México: Exportación de los 10 productos principales conforme a la CUCI  rev.1, según participación porcentual en cada año";"7321 Vehículos automotores para pasajeros (excepto los autobuses)";"1989";"n/a";"n/a";"n/a";"n/a";"n/a";"n/a";"n/a";"6";"";"[765]"
"México: Exportación de los 10 productos principales conforme a la CUCI  rev.1, según participación porcentual en cada año";"7321 Vehículos automotores para pasajeros (excepto los autobuses)";"1990";"n/a";"n/a";"n/a";"n/a";"n/a";"n/a";"n/a";"10";"";"[765]"
"México: Exportación de los 10 productos principales conforme a la CUCI  rev.1, según participación porcentual en cada año";"7321 Vehículos automotores para pasajeros (excepto los autobuses)";"1991";"n/a";"n/a";"n/a";"n/a";"n/a";"n/a";"n/a";"14";"";"[765]"
"México: Exportación de los 10 productos principales conforme a la CUCI  rev.1, según participación porcentual en cada año";"7321 Vehículos automotores para pasajeros (excepto los autobuses)";"1992";"n/a";"n/a";"n/a";"n/a";"n/a";"n/a";"n/a";"7.3";"";"[765]"
"México: Exportación de los 10 productos principales conforme a la CUCI  rev.1, según participación porcentual en cada año";"7321 Vehículos automotores para pasajeros (excepto los autobuses)";"1993";"n/a";"n/a";"n/a";"n/a";"n/a";"n/a";"n/a";"8.2";"";"[765]"
"México: Exportación de los 10 productos principales conforme a la CUCI  rev.1, según participación porcentual en cada año";"7321 Vehículos automotores para pasajeros (excepto los autobuses)";"1994";"n/a";"n/a";"n/a";"n/a";"n/a";"n/a";"n/a";"8.3";"";"[765]"
"México: Exportación de los 10 productos principales conforme a la CUCI  rev.1, según participación porcentual en cada año";"7321 Vehículos automotores para pasajeros (excepto los autobuses)";"1995";"n/a";"n/a";"n/a";"n/a";"n/a";"n/a";"n/a";"9.5";"";"[765]"
"México: Exportación de los 10 productos principales conforme a la CUCI  rev.1, según participación porcentual en cada año";"7321 Vehículos automotores para pasajeros (excepto los autobuses)";"1996";"n/a";"n/a";"n/a";"n/a";"n/a";"n/a";"n/a";"10.1";"";"[765]"
"México: Exportación de los 10 productos principales conforme a la CUCI  rev.1, según participación porcentual en cada año";"7321 Vehículos automotores para pasajeros (excepto los autobuses)";"1997";"n/a";"n/a";"n/a";"n/a";"n/a";"n/a";"n/a";"8.8";"";"[765]"
"México: Exportación de los 10 productos principales conforme a la CUCI  rev.1, según participación porcentual en cada año";"7321 Vehículos automotores para pasajeros (excepto los autobuses)";"1998";"n/a";"n/a";"n/a";"n/a";"n/a";"n/a";"n/a";"9.4";"";"[765]"
"México: Exportación de los 10 productos principales conforme a la CUCI  rev.1, según participación porcentual en cada año";"7321 Vehículos automotores para pasajeros (excepto los autobuses)";"1999";"n/a";"n/a";"n/a";"n/a";"n/a";"n/a";"n/a";"9.1";"";"[765]"
"México: Exportación de los 10 productos principales conforme a la CUCI  rev.1, según participación porcentual en cada año";"7321 Vehículos automotores para pasajeros (excepto los autobuses)";"2000";"n/a";"n/a";"n/a";"n/a";"n/a";"n/a";"n/a";"9.9";"";"[765]"
"México: Exportación de los 10 productos principales conforme a la CUCI  rev.1, según participación porcentual en cada año";"7321 Vehículos automotores para pasajeros (excepto los autobuses)";"2001";"n/a";"n/a";"n/a";"n/a";"n/a";"n/a";"n/a";"9.7";"";"[765]"
"México: Exportación de los 10 productos principales conforme a la CUCI  rev.1, según participación porcentual en cada año";"7321 Vehículos automotores para pasajeros (excepto los autobuses)";"2002";"n/a";"n/a";"n/a";"n/a";"n/a";"n/a";"n/a";"8.7";"";"[765]"
"México: Exportación de los 10 productos principales conforme a la CUCI  rev.1, según participación porcentual en cada año";"7321 Vehículos automotores para pasajeros (excepto los autobuses)";"2003";"n/a";"n/a";"n/a";"n/a";"n/a";"n/a";"n/a";"7.6";"";"[765]"
"México: Exportación de los 10 productos principales conforme a la CUCI  rev.1, según participación porcentual en cada año";"7321 Vehículos automotores para pasajeros (excepto los autobuses)";"2004";"n/a";"n/a";"n/a";"n/a";"n/a";"n/a";"n/a";"6.3";"";"[765]"
"México: Exportación de los 10 productos principales conforme a la CUCI  rev.1, según participación porcentual en cada año";"7321 Vehículos automotores para pasajeros (excepto los autobuses)";"2005";"n/a";"n/a";"n/a";"n/a";"n/a";"n/a";"n/a";"6.3";"";"[765]"
